Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,2508.590088,2562.979980,2380.939941,2386.129883,2386.129883,7781540000
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000
2020-03-18,2436.500000,2453.570068,2280.520020,2398.100098,2398.100098,8755780000
2020-03-19,2393.479980,2466.969971,2319.780029,2409.389893,2409.389893,7946710000
2020-03-20,2431.939941,2453.010010,2295.560059,2304.919922,2304.919922,9044690000
2020-03-23,2290.709961,2300.729980,2191.860107,2237.399902,2237.399902,7402180000
2020-03-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000
2020-03-25,2457.770020,2571.419922,2407.530029,2475.560059,2475.560059,8285670000
